GISJOIN,FIPS,STATE,STATEFP,COUNTY,COUNTY_CLEAN,COUNTYFP,YEAR,POPULATION,DATA_SPARSE,AC_ERA,POP_1950,POP_CHANGE_FROM_1950,PCT_CHANGE_FROM_1950
G1300330,13.033.0,Georgia,13.0,Burke County,Burke,33.0,1790,9467,True,Pre-AC,23458.0,-13991.0,-59.64
G1300390,13.039.0,Georgia,13.0,Camden County,Camden,39.0,1790,305,True,Pre-AC,7322.0,-7017.0,-95.83
G1300510,13.051.0,Georgia,13.0,Chatham County,Chatham,51.0,1790,10769,True,Pre-AC,151481.0,-140712.0,-92.89
G1301030,13.0103.0,Georgia,13.0,Effingham County,Effingham,103.0,1790,2424,True,Pre-AC,9133.0,-6709.0,-73.46
G1301190,13.0119.0,Georgia,13.0,Franklin County,Franklin,119.0,1790,1041,True,Pre-AC,14446.0,-13405.0,-92.79
G1301270,13.0127.0,Georgia,13.0,Glynn County,Glynn,127.0,1790,413,True,Pre-AC,29046.0,-28633.0,-98.58
G1301330,13.0133.0,Georgia,13.0,Greene County,Greene,133.0,1790,5405,True,Pre-AC,12843.0,-7438.0,-57.91
G1301790,13.0179.0,Georgia,13.0,Liberty County,Liberty,179.0,1790,5355,True,Pre-AC,8444.0,-3089.0,-36.58
G1302450,13.0245.0,Georgia,13.0,Richmond County,Richmond,245.0,1790,11317,True,Pre-AC,108876.0,-97559.0,-89.61
G1303030,13.0303.0,Georgia,13.0,Washington County,Washington,303.0,1790,4552,True,Pre-AC,21012.0,-16460.0,-78.34
G1303170,13.0317.0,Georgia,13.0,Wilkes County,Wilkes,317.0,1790,31500,True,Pre-AC,12388.0,19112.0,154.28
G3700070,37.07.0,North Carolina,37.0,Anson County,Anson,7.0,1790,5235,True,Pre-AC,26781.0,-21546.0,-80.45
G3700130,37.013.0,North Carolina,37.0,Beaufort County,Beaufort,13.0,1790,5405,True,Pre-AC,37134.0,-31729.0,-85.44
G3700150,37.015.0,North Carolina,37.0,Bertie County,Bertie,15.0,1790,12462,True,Pre-AC,26439.0,-13977.0,-52.87
G3700170,37.017.0,North Carolina,37.0,Bladen County,Bladen,17.0,1790,5100,True,Pre-AC,29703.0,-24603.0,-82.83
G3700190,37.019.0,North Carolina,37.0,Brunswick County,Brunswick,19.0,1790,3070,True,Pre-AC,19238.0,-16168.0,-84.04
G3700230,37.023.0,North Carolina,37.0,Burke County,Burke,23.0,1790,8106,True,Pre-AC,45518.0,-37412.0,-82.19
G3700290,37.029.0,North Carolina,37.0,Camden County,Camden,29.0,1790,4022,True,Pre-AC,5223.0,-1201.0,-22.99
G3700310,37.031.0,North Carolina,37.0,Carteret County,Carteret,31.0,1790,3734,True,Pre-AC,23059.0,-19325.0,-83.81
G3700330,37.033.0,North Carolina,37.0,Caswell County,Caswell,33.0,1790,10096,True,Pre-AC,20870.0,-10774.0,-51.62
G3700370,37.037.0,North Carolina,37.0,Chatham County,Chatham,37.0,1790,9161,True,Pre-AC,25392.0,-16231.0,-63.92
G3700410,37.041.0,North Carolina,37.0,Chowan County,Chowan,41.0,1790,4988,True,Pre-AC,12540.0,-7552.0,-60.22
G3700490,37.049.0,North Carolina,37.0,Craven County,Craven,49.0,1790,10474,True,Pre-AC,48823.0,-38349.0,-78.55
G3700510,37.051.0,North Carolina,37.0,Cumberland County,Cumberland,51.0,1790,8730,True,Pre-AC,96006.0,-87276.0,-90.91
G3700530,37.053.0,North Carolina,37.0,Currituck County,Currituck,53.0,1790,5220,True,Pre-AC,6201.0,-981.0,-15.82
G3700595,,North Carolina,37.0,Dobbs County,Dobbs,,1790,6994,True,Pre-AC,,,
G3700610,37.061.0,North Carolina,37.0,Duplin County,Duplin,61.0,1790,5663,True,Pre-AC,41074.0,-35411.0,-86.21
G3700650,37.065.0,North Carolina,37.0,Edgecombe County,Edgecombe,65.0,1790,10265,True,Pre-AC,51634.0,-41369.0,-80.12
G3700690,37.069.0,North Carolina,37.0,Franklin County,Franklin,69.0,1790,7502,True,Pre-AC,31341.0,-23839.0,-76.06
G3700730,37.073.0,North Carolina,37.0,Gates County,Gates,73.0,1790,5386,True,Pre-AC,9555.0,-4169.0,-43.63
G3700770,37.077.0,North Carolina,37.0,Granville County,Granville,77.0,1790,10982,True,Pre-AC,31793.0,-20811.0,-65.46
G3700810,37.081.0,North Carolina,37.0,Guilford County,Guilford,81.0,1790,7300,True,Pre-AC,191057.0,-183757.0,-96.18
G3700830,37.083.0,North Carolina,37.0,Halifax County,Halifax,83.0,1790,14310,True,Pre-AC,58377.0,-44067.0,-75.49
G3700910,37.091.0,North Carolina,37.0,Hertford County,Hertford,91.0,1790,5949,True,Pre-AC,21453.0,-15504.0,-72.27
G3700950,37.095.0,North Carolina,37.0,Hyde County,Hyde,95.0,1790,4204,True,Pre-AC,6479.0,-2275.0,-35.11
G3700970,37.097.0,North Carolina,37.0,Iredell County,Iredell,97.0,1790,5430,True,Pre-AC,56303.0,-50873.0,-90.36
G3701010,37.0101.0,North Carolina,37.0,Johnston County,Johnston,101.0,1790,5691,True,Pre-AC,65906.0,-60215.0,-91.36
G3701030,37.0103.0,North Carolina,37.0,Jones County,Jones,103.0,1790,4796,True,Pre-AC,11004.0,-6208.0,-56.42
G3701090,37.0109.0,North Carolina,37.0,Lincoln County,Lincoln,109.0,1790,9246,True,Pre-AC,27459.0,-18213.0,-66.33
G3701170,37.0117.0,North Carolina,37.0,Martin County,Martin,117.0,1790,6010,True,Pre-AC,27938.0,-21928.0,-78.49
G3701190,37.0119.0,North Carolina,37.0,Mecklenburg County,Mecklenburg,119.0,1790,11360,True,Pre-AC,197052.0,-185692.0,-94.24
G3701230,37.0123.0,North Carolina,37.0,Montgomery County,Montgomery,123.0,1790,5039,True,Pre-AC,17260.0,-12221.0,-70.81
G3701250,37.0125.0,North Carolina,37.0,Moore County,Moore,125.0,1790,3870,True,Pre-AC,33129.0,-29259.0,-88.32
G3701270,37.0127.0,North Carolina,37.0,Nash County,Nash,127.0,1790,7390,True,Pre-AC,59919.0,-52529.0,-87.67
G3701290,37.0129.0,North Carolina,37.0,New Hanover County,New Hanover,129.0,1790,6837,True,Pre-AC,63272.0,-56435.0,-89.19
G3701310,37.0131.0,North Carolina,37.0,Northampton County,Northampton,131.0,1790,9992,True,Pre-AC,28432.0,-18440.0,-64.86
G3701330,37.0133.0,North Carolina,37.0,Onslow County,Onslow,133.0,1790,5427,True,Pre-AC,42047.0,-36620.0,-87.09
G3701350,37.0135.0,North Carolina,37.0,Orange County,Orange,135.0,1790,12216,True,Pre-AC,34435.0,-22219.0,-64.52
G3701390,37.0139.0,North Carolina,37.0,Pasquotank County,Pasquotank,139.0,1790,5477,True,Pre-AC,24347.0,-18870.0,-77.5
G3701430,37.0143.0,North Carolina,37.0,Perquimans County,Perquimans,143.0,1790,5439,True,Pre-AC,9602.0,-4163.0,-43.36
G3701470,37.0147.0,North Carolina,37.0,Pitt County,Pitt,147.0,1790,8270,True,Pre-AC,63789.0,-55519.0,-87.04
G3701510,37.0151.0,North Carolina,37.0,Randolph County,Randolph,151.0,1790,7318,True,Pre-AC,50804.0,-43486.0,-85.6
G3701530,37.0153.0,North Carolina,37.0,Richmond County,Richmond,153.0,1790,5053,True,Pre-AC,39597.0,-34544.0,-87.24
G3701550,37.0155.0,North Carolina,37.0,Robeson County,Robeson,155.0,1790,5343,True,Pre-AC,87769.0,-82426.0,-93.91
G3701570,37.0157.0,North Carolina,37.0,Rockingham County,Rockingham,157.0,1790,6211,True,Pre-AC,64816.0,-58605.0,-90.42
G3701590,37.0159.0,North Carolina,37.0,Rowan County,Rowan,159.0,1790,15972,True,Pre-AC,75410.0,-59438.0,-78.82
G3701610,37.0161.0,North Carolina,37.0,Rutherford County,Rutherford,161.0,1790,7808,True,Pre-AC,46356.0,-38548.0,-83.16
G3701630,37.0163.0,North Carolina,37.0,Sampson County,Sampson,163.0,1790,6162,True,Pre-AC,49780.0,-43618.0,-87.62
G3701690,37.0169.0,North Carolina,37.0,Stokes County,Stokes,169.0,1790,8423,True,Pre-AC,21520.0,-13097.0,-60.86
G3701710,37.0171.0,North Carolina,37.0,Surry County,Surry,171.0,1790,7192,True,Pre-AC,45593.0,-38401.0,-84.23
G3701770,37.0177.0,North Carolina,37.0,Tyrrell County,Tyrrell,177.0,1790,4826,True,Pre-AC,5048.0,-222.0,-4.4
G3701830,37.0183.0,North Carolina,37.0,Wake County,Wake,183.0,1790,10198,True,Pre-AC,136450.0,-126252.0,-92.53
G3701850,37.0185.0,North Carolina,37.0,Warren County,Warren,185.0,1790,9379,True,Pre-AC,23539.0,-14160.0,-60.16
G3701910,37.0191.0,North Carolina,37.0,Wayne County,Wayne,191.0,1790,6115,True,Pre-AC,64267.0,-58152.0,-90.49
G3701930,37.0193.0,North Carolina,37.0,Wilkes County,Wilkes,193.0,1790,8157,True,Pre-AC,45243.0,-37086.0,-81.97
G4500010,45.01.0,South Carolina,45.0,Abbeville County,Abbeville,1.0,1790,9197,True,Pre-AC,22456.0,-13259.0,-59.04
G4500130,45.013.0,South Carolina,45.0,Beaufort County,Beaufort,13.0,1790,18753,True,Pre-AC,26993.0,-8240.0,-30.53
G4500190,45.019.0,South Carolina,45.0,Charleston County,Charleston,19.0,1790,66985,True,Pre-AC,164856.0,-97871.0,-59.37
G4500230,45.023.0,South Carolina,45.0,Chester County,Chester,23.0,1790,6866,True,Pre-AC,32597.0,-25731.0,-78.94
G4500270,45.027.0,South Carolina,45.0,Clarendon County,Clarendon,27.0,1790,2392,True,Pre-AC,32215.0,-29823.0,-92.57
G4500370,45.037.0,South Carolina,45.0,Edgefield County,Edgefield,37.0,1790,13289,True,Pre-AC,16591.0,-3302.0,-19.9
G4500390,45.039.0,South Carolina,45.0,Fairfield County,Fairfield,39.0,1790,7623,True,Pre-AC,21780.0,-14157.0,-65.0
G4500430,45.043.0,South Carolina,45.0,Georgetown County,Georgetown,43.0,1790,22122,True,Pre-AC,31762.0,-9640.0,-30.35
G4500450,45.045.0,South Carolina,45.0,Greenville County,Greenville,45.0,1790,6503,True,Pre-AC,168152.0,-161649.0,-96.13
G4500570,45.057.0,South Carolina,45.0,Lancaster County,Lancaster,57.0,1790,6302,True,Pre-AC,37071.0,-30769.0,-83.0
G4500590,45.059.0,South Carolina,45.0,Laurens County,Laurens,59.0,1790,9337,True,Pre-AC,46974.0,-37637.0,-80.12
G4500690,45.069.0,South Carolina,45.0,Marlboro County,Marlboro,69.0,1790,10706,True,Pre-AC,31766.0,-21060.0,-66.3
G4500710,45.071.0,South Carolina,45.0,Newberry County,Newberry,71.0,1790,9342,True,Pre-AC,31771.0,-22429.0,-70.6
G4500750,45.075.0,South Carolina,45.0,Orangeburg County,Orangeburg,75.0,1790,18513,True,Pre-AC,68726.0,-50213.0,-73.06
G4500755,,South Carolina,45.0,Pendleton County,Pendleton,,1790,9568,True,Pre-AC,,,
G4500790,45.079.0,South Carolina,45.0,Richland County,Richland,79.0,1790,3930,True,Pre-AC,142565.0,-138635.0,-97.24
G4500830,45.083.0,South Carolina,45.0,Spartanburg County,Spartanburg,83.0,1790,8800,True,Pre-AC,150349.0,-141549.0,-94.15
G4500850,45.085.0,South Carolina,45.0,Sumter County,Sumter,85.0,1790,4548,True,Pre-AC,57634.0,-53086.0,-92.11
G4500870,45.087.0,South Carolina,45.0,Union County,Union,87.0,1790,7693,True,Pre-AC,31334.0,-23641.0,-75.45
G4500910,45.091.0,South Carolina,45.0,York County,York,91.0,1790,6604,True,Pre-AC,71596.0,-64992.0,-90.78
G1300290,13.029.0,Georgia,13.0,Bryan County,Bryan,29.0,1800,2836,True,Pre-AC,5965.0,-3129.0,-52.46
G1300310,13.031.0,Georgia,13.0,Bulloch County,Bulloch,31.0,1800,1913,True,Pre-AC,24740.0,-22827.0,-92.27
G1300330,13.033.0,Georgia,13.0,Burke County,Burke,33.0,1800,9504,True,Pre-AC,23458.0,-13954.0,-59.49
G1300390,13.039.0,Georgia,13.0,Camden County,Camden,39.0,1800,1681,True,Pre-AC,7322.0,-5641.0,-77.04
G1300510,13.051.0,Georgia,13.0,Chatham County,Chatham,51.0,1800,12946,True,Pre-AC,151481.0,-138535.0,-91.45
G1300730,13.073.0,Georgia,13.0,Columbia County,Columbia,73.0,1800,8345,True,Pre-AC,9525.0,-1180.0,-12.39
G1301030,13.0103.0,Georgia,13.0,Effingham County,Effingham,103.0,1800,2072,True,Pre-AC,9133.0,-7061.0,-77.31
G1301050,13.0105.0,Georgia,13.0,Elbert County,Elbert,105.0,1800,10094,True,Pre-AC,18585.0,-8491.0,-45.69
G1301190,13.0119.0,Georgia,13.0,Franklin County,Franklin,119.0,1800,6859,True,Pre-AC,14446.0,-7587.0,-52.52
G1301270,13.0127.0,Georgia,13.0,Glynn County,Glynn,127.0,1800,1874,True,Pre-AC,29046.0,-27172.0,-93.55
G1301330,13.0133.0,Georgia,13.0,Greene County,Greene,133.0,1800,10761,True,Pre-AC,12843.0,-2082.0,-16.21
G1301410,13.0141.0,Georgia,13.0,Hancock County,Hancock,141.0,1800,14456,True,Pre-AC,11052.0,3404.0,30.8
G1301570,13.0157.0,Georgia,13.0,Jackson County,Jackson,157.0,1800,7736,True,Pre-AC,18997.0,-11261.0,-59.28
G1301630,13.0163.0,Georgia,13.0,Jefferson County,Jefferson,163.0,1800,5684,True,Pre-AC,18855.0,-13171.0,-69.85
G1301790,13.0179.0,Georgia,13.0,Liberty County,Liberty,179.0,1800,5313,True,Pre-AC,8444.0,-3131.0,-37.08
G1301810,13.0181.0,Georgia,13.0,Lincoln County,Lincoln,181.0,1800,4766,True,Pre-AC,6462.0,-1696.0,-26.25
G1301910,13.0191.0,Georgia,13.0,McIntosh County,McIntosh,191.0,1800,2660,True,Pre-AC,6008.0,-3348.0,-55.73
G1302090,13.0209.0,Georgia,13.0,Montgomery County,Montgomery,209.0,1800,3180,True,Pre-AC,7901.0,-4721.0,-59.75
G1302210,13.0221.0,Georgia,13.0,Oglethorpe County,Oglethorpe,221.0,1800,9780,True,Pre-AC,9958.0,-178.0,-1.79
G1302450,13.0245.0,Georgia,13.0,Richmond County,Richmond,245.0,1800,5475,True,Pre-AC,108876.0,-103401.0,-94.97
G1302510,13.0251.0,Georgia,13.0,Screven County,Screven,251.0,1800,3019,True,Pre-AC,18000.0,-14981.0,-83.23
G1303010,13.0301.0,Georgia,13.0,Warren County,Warren,301.0,1800,8329,True,Pre-AC,8779.0,-450.0,-5.13
G1303030,13.0303.0,Georgia,13.0,Washington County,Washington,303.0,1800,10300,True,Pre-AC,21012.0,-10712.0,-50.98
G1303170,13.0317.0,Georgia,13.0,Wilkes County,Wilkes,317.0,1800,13103,True,Pre-AC,12388.0,715.0,5.77
G3700070,37.07.0,North Carolina,37.0,Anson County,Anson,7.0,1800,8146,True,Pre-AC,26781.0,-18635.0,-69.58
G3700090,37.09.0,North Carolina,37.0,Ashe County,Ashe,9.0,1800,2783,True,Pre-AC,21878.0,-19095.0,-87.28
G3700130,37.013.0,North Carolina,37.0,Beaufort County,Beaufort,13.0,1800,6242,True,Pre-AC,37134.0,-30892.0,-83.19
G3700150,37.015.0,North Carolina,37.0,Bertie County,Bertie,15.0,1800,11249,True,Pre-AC,26439.0,-15190.0,-57.45
G3700170,37.017.0,North Carolina,37.0,Bladen County,Bladen,17.0,1800,7028,True,Pre-AC,29703.0,-22675.0,-76.34
G3700190,37.019.0,North Carolina,37.0,Brunswick County,Brunswick,19.0,1800,4110,True,Pre-AC,19238.0,-15128.0,-78.64
G3700210,37.021.0,North Carolina,37.0,Buncombe County,Buncombe,21.0,1800,5812,True,Pre-AC,124403.0,-118591.0,-95.33
G3700230,37.023.0,North Carolina,37.0,Burke County,Burke,23.0,1800,9929,True,Pre-AC,45518.0,-35589.0,-78.19
G3700250,37.025.0,North Carolina,37.0,Cabarrus County,Cabarrus,25.0,1800,5094,True,Pre-AC,63783.0,-58689.0,-92.01
G3700290,37.029.0,North Carolina,37.0,Camden County,Camden,29.0,1800,4191,True,Pre-AC,5223.0,-1032.0,-19.76
G3700310,37.031.0,North Carolina,37.0,Carteret County,Carteret,31.0,1800,4399,True,Pre-AC,23059.0,-18660.0,-80.92
G3700330,37.033.0,North Carolina,37.0,Caswell County,Caswell,33.0,1800,8701,True,Pre-AC,20870.0,-12169.0,-58.31
G3700370,37.037.0,North Carolina,37.0,Chatham County,Chatham,37.0,1800,11861,True,Pre-AC,25392.0,-13531.0,-53.29
G3700410,37.041.0,North Carolina,37.0,Chowan County,Chowan,41.0,1800,5132,True,Pre-AC,12540.0,-7408.0,-59.07
G3700490,37.049.0,North Carolina,37.0,Craven County,Craven,49.0,1800,10245,True,Pre-AC,48823.0,-38578.0,-79.02
G3700510,37.051.0,North Carolina,37.0,Cumberland County,Cumberland,51.0,1800,9264,True,Pre-AC,96006.0,-86742.0,-90.35
G3700530,37.053.0,North Carolina,37.0,Currituck County,Currituck,53.0,1800,6928,True,Pre-AC,6201.0,727.0,11.72
G3700610,37.061.0,North Carolina,37.0,Duplin County,Duplin,61.0,1800,6796,True,Pre-AC,41074.0,-34278.0,-83.45
G3700650,37.065.0,North Carolina,37.0,Edgecombe County,Edgecombe,65.0,1800,10421,True,Pre-AC,51634.0,-41213.0,-79.82
G3700690,37.069.0,North Carolina,37.0,Franklin County,Franklin,69.0,1800,8529,True,Pre-AC,31341.0,-22812.0,-72.79
G3700730,37.073.0,North Carolina,37.0,Gates County,Gates,73.0,1800,5881,True,Pre-AC,9555.0,-3674.0,-38.45
G3700770,37.077.0,North Carolina,37.0,Granville County,Granville,77.0,1800,14015,True,Pre-AC,31793.0,-17778.0,-55.92
G3700790,37.079.0,North Carolina,37.0,Greene County,Greene,79.0,1800,4218,True,Pre-AC,18024.0,-13806.0,-76.6
G3700810,37.081.0,North Carolina,37.0,Guilford County,Guilford,81.0,1800,9442,True,Pre-AC,191057.0,-181615.0,-95.06
G3700830,37.083.0,North Carolina,37.0,Halifax County,Halifax,83.0,1800,13945,True,Pre-AC,58377.0,-44432.0,-76.11
G3700910,37.091.0,North Carolina,37.0,Hertford County,Hertford,91.0,1800,6701,True,Pre-AC,21453.0,-14752.0,-68.76
G3700950,37.095.0,North Carolina,37.0,Hyde County,Hyde,95.0,1800,4829,True,Pre-AC,6479.0,-1650.0,-25.47
G3700970,37.097.0,North Carolina,37.0,Iredell County,Iredell,97.0,1800,8856,True,Pre-AC,56303.0,-47447.0,-84.27
G3701010,37.0101.0,North Carolina,37.0,Johnston County,Johnston,101.0,1800,6301,True,Pre-AC,65906.0,-59605.0,-90.44
G3701030,37.0103.0,North Carolina,37.0,Jones County,Jones,103.0,1800,4339,True,Pre-AC,11004.0,-6665.0,-60.57
G3701070,37.0107.0,North Carolina,37.0,Lenoir County,Lenoir,107.0,1800,4005,True,Pre-AC,45953.0,-41948.0,-91.28
G3701090,37.0109.0,North Carolina,37.0,Lincoln County,Lincoln,109.0,1800,12660,True,Pre-AC,27459.0,-14799.0,-53.89
G3701170,37.0117.0,North Carolina,37.0,Martin County,Martin,117.0,1800,5629,True,Pre-AC,27938.0,-22309.0,-79.85
G3701190,37.0119.0,North Carolina,37.0,Mecklenburg County,Mecklenburg,119.0,1800,10439,True,Pre-AC,197052.0,-186613.0,-94.7
G3701230,37.0123.0,North Carolina,37.0,Montgomery County,Montgomery,123.0,1800,7677,True,Pre-AC,17260.0,-9583.0,-55.52
G3701250,37.0125.0,North Carolina,37.0,Moore County,Moore,125.0,1800,4767,True,Pre-AC,33129.0,-28362.0,-85.61
G3701270,37.0127.0,North Carolina,37.0,Nash County,Nash,127.0,1800,6975,True,Pre-AC,59919.0,-52944.0,-88.36
G3701290,37.0129.0,North Carolina,37.0,New Hanover County,New Hanover,129.0,1800,7060,True,Pre-AC,63272.0,-56212.0,-88.84
G3701310,37.0131.0,North Carolina,37.0,Northampton County,Northampton,131.0,1800,12353,True,Pre-AC,28432.0,-16079.0,-56.55
G3701330,37.0133.0,North Carolina,37.0,Onslow County,Onslow,133.0,1800,5623,True,Pre-AC,42047.0,-36424.0,-86.63
G3701350,37.0135.0,North Carolina,37.0,Orange County,Orange,135.0,1800,16362,True,Pre-AC,34435.0,-18073.0,-52.48
G3701390,37.0139.0,North Carolina,37.0,Pasquotank County,Pasquotank,139.0,1800,5379,True,Pre-AC,24347.0,-18968.0,-77.91
G3701430,37.0143.0,North Carolina,37.0,Perquimans County,Perquimans,143.0,1800,5708,True,Pre-AC,9602.0,-3894.0,-40.55
G3701450,37.0145.0,North Carolina,37.0,Person County,Person,145.0,1800,6402,True,Pre-AC,24361.0,-17959.0,-73.72
G3701470,37.0147.0,North Carolina,37.0,Pitt County,Pitt,147.0,1800,9084,True,Pre-AC,63789.0,-54705.0,-85.76
G3701510,37.0151.0,North Carolina,37.0,Randolph County,Randolph,151.0,1800,9234,True,Pre-AC,50804.0,-41570.0,-81.82
G3701530,37.0153.0,North Carolina,37.0,Richmond County,Richmond,153.0,1800,5623,True,Pre-AC,39597.0,-33974.0,-85.8
G3701550,37.0155.0,North Carolina,37.0,Robeson County,Robeson,155.0,1800,6839,True,Pre-AC,87769.0,-80930.0,-92.21
G3701570,37.0157.0,North Carolina,37.0,Rockingham County,Rockingham,157.0,1800,8277,True,Pre-AC,64816.0,-56539.0,-87.23
G3701590,37.0159.0,North Carolina,37.0,Rowan County,Rowan,159.0,1800,20060,True,Pre-AC,75410.0,-55350.0,-73.4
G3701610,37.0161.0,North Carolina,37.0,Rutherford County,Rutherford,161.0,1800,10753,True,Pre-AC,46356.0,-35603.0,-76.8
G3701630,37.0163.0,North Carolina,37.0,Sampson County,Sampson,163.0,1800,6719,True,Pre-AC,49780.0,-43061.0,-86.5
G3701690,37.0169.0,North Carolina,37.0,Stokes County,Stokes,169.0,1800,11026,True,Pre-AC,21520.0,-10494.0,-48.76
G3701710,37.0171.0,North Carolina,37.0,Surry County,Surry,171.0,1800,9505,True,Pre-AC,45593.0,-36088.0,-79.15
G3701770,37.0177.0,North Carolina,37.0,Tyrrell County,Tyrrell,177.0,1800,3395,True,Pre-AC,5048.0,-1653.0,-32.75
G3701830,37.0183.0,North Carolina,37.0,Wake County,Wake,183.0,1800,13437,True,Pre-AC,136450.0,-123013.0,-90.15
G3701850,37.0185.0,North Carolina,37.0,Warren County,Warren,185.0,1800,11284,True,Pre-AC,23539.0,-12255.0,-52.06
G3701870,37.0187.0,North Carolina,37.0,Washington County,Washington,187.0,1800,2422,True,Pre-AC,13180.0,-10758.0,-81.62
G3701910,37.0191.0,North Carolina,37.0,Wayne County,Wayne,191.0,1800,6772,True,Pre-AC,64267.0,-57495.0,-89.46
G3701930,37.0193.0,North Carolina,37.0,Wilkes County,Wilkes,193.0,1800,7247,True,Pre-AC,45243.0,-37996.0,-83.98
G4500010,45.01.0,South Carolina,45.0,Abbeville County,Abbeville,1.0,1800,13553,True,Pre-AC,22456.0,-8903.0,-39.65
G4500110,45.011.0,South Carolina,45.0,Barnwell County,Barnwell,11.0,1800,7376,True,Pre-AC,17266.0,-9890.0,-57.28
G4500130,45.013.0,South Carolina,45.0,Beaufort County,Beaufort,13.0,1800,20428,True,Pre-AC,26993.0,-6565.0,-24.32
G4500190,45.019.0,South Carolina,45.0,Charleston County,Charleston,19.0,1800,57480,True,Pre-AC,164856.0,-107376.0,-65.13
G4500230,45.023.0,South Carolina,45.0,Chester County,Chester,23.0,1800,8185,True,Pre-AC,32597.0,-24412.0,-74.89
G4500250,45.025.0,South Carolina,45.0,Chesterfield County,Chesterfield,25.0,1800,5216,True,Pre-AC,36236.0,-31020.0,-85.61
G4500290,45.029.0,South Carolina,45.0,Colleton County,Colleton,29.0,1800,24903,True,Pre-AC,28242.0,-3339.0,-11.82
G4500310,45.031.0,South Carolina,45.0,Darlington County,Darlington,31.0,1800,7631,True,Pre-AC,50016.0,-42385.0,-84.74
G4500370,45.037.0,South Carolina,45.0,Edgefield County,Edgefield,37.0,1800,18130,True,Pre-AC,16591.0,1539.0,9.28
G4500390,45.039.0,South Carolina,45.0,Fairfield County,Fairfield,39.0,1800,10087,True,Pre-AC,21780.0,-11693.0,-53.69
G4500430,45.043.0,South Carolina,45.0,Georgetown County,Georgetown,43.0,1800,22938,True,Pre-AC,31762.0,-8824.0,-27.78
G4500450,45.045.0,South Carolina,45.0,Greenville County,Greenville,45.0,1800,11504,True,Pre-AC,168152.0,-156648.0,-93.16
G4500550,45.055.0,South Carolina,45.0,Kershaw County,Kershaw,55.0,1800,7340,True,Pre-AC,32287.0,-24947.0,-77.27
G4500570,45.057.0,South Carolina,45.0,Lancaster County,Lancaster,57.0,1800,6012,True,Pre-AC,37071.0,-31059.0,-83.78
G4500590,45.059.0,South Carolina,45.0,Laurens County,Laurens,59.0,1800,12809,True,Pre-AC,46974.0,-34165.0,-72.73
G4500670,45.067.0,South Carolina,45.0,Marion County,Marion,67.0,1800,6914,True,Pre-AC,33110.0,-26196.0,-79.12
G4500690,45.069.0,South Carolina,45.0,Marlboro County,Marlboro,69.0,1800,5452,True,Pre-AC,31766.0,-26314.0,-82.84
G4500710,45.071.0,South Carolina,45.0,Newberry County,Newberry,71.0,1800,12006,True,Pre-AC,31771.0,-19765.0,-62.21
G4500750,45.075.0,South Carolina,45.0,Orangeburg County,Orangeburg,75.0,1800,15766,True,Pre-AC,68726.0,-52960.0,-77.06
G4500755,,South Carolina,45.0,Pendleton County,Pendleton,,1800,20052,True,Pre-AC,,,
G4500790,45.079.0,South Carolina,45.0,Richland County,Richland,79.0,1800,6097,True,Pre-AC,142565.0,-136468.0,-95.72
G4500830,45.083.0,South Carolina,45.0,Spartanburg County,Spartanburg,83.0,1800,12122,True,Pre-AC,150349.0,-138227.0,-91.94
G4500850,45.085.0,South Carolina,45.0,Sumter County,Sumter,85.0,1800,13103,True,Pre-AC,57634.0,-44531.0,-77.27
G4500870,45.087.0,South Carolina,45.0,Union County,Union,87.0,1800,10237,True,Pre-AC,31334.0,-21097.0,-67.33
G4500910,45.091.0,South Carolina,45.0,York County,York,91.0,1800,10250,True,Pre-AC,71596.0,-61346.0,-85.68
G4700090,47.09.0,Tennessee,47.0,Blount County,Blount,9.0,1800,5587,True,Pre-AC,54691.0,-49104.0,-89.78
G4700190,47.019.0,Tennessee,47.0,Carter County,Carter,19.0,1800,4813,True,Pre-AC,42432.0,-37619.0,-88.66
G4700370,47.037.0,Tennessee,47.0,Davidson County,Davidson,37.0,1800,9965,True,Pre-AC,321758.0,-311793.0,-96.9
G4700570,47.057.0,Tennessee,47.0,Grainger County,Grainger,57.0,1800,7367,True,Pre-AC,13086.0,-5719.0,-43.7
G4700590,47.059.0,Tennessee,47.0,Greene County,Greene,59.0,1800,7610,True,Pre-AC,41048.0,-33438.0,-81.46
G4700730,47.073.0,Tennessee,47.0,Hawkins County,Hawkins,73.0,1800,6563,True,Pre-AC,30494.0,-23931.0,-78.48
G4700890,47.089.0,Tennessee,47.0,Jefferson County,Jefferson,89.0,1800,9017,True,Pre-AC,19667.0,-10650.0,-54.15
G4700930,47.093.0,Tennessee,47.0,Knox County,Knox,93.0,1800,12446,True,Pre-AC,223007.0,-210561.0,-94.42
G4701250,47.0125.0,Tennessee,47.0,Montgomery County,Montgomery,125.0,1800,2899,True,Pre-AC,44186.0,-41287.0,-93.44
G4701470,47.0147.0,Tennessee,47.0,Robertson County,Robertson,147.0,1800,4280,True,Pre-AC,27024.0,-22744.0,-84.16
G4701550,47.0155.0,Tennessee,47.0,Sevier County,Sevier,155.0,1800,3419,True,Pre-AC,23375.0,-19956.0,-85.37
G4701590,47.0159.0,Tennessee,47.0,Smith County,Smith,159.0,1800,4294,True,Pre-AC,14098.0,-9804.0,-69.54
