GISJOIN,FIPS,STATE,STATEFP_clean,COUNTY,COUNTY_CLEAN,COUNTYFP_clean,YEAR,POPULATION,AC_ERA,POP_1950,PCT_CHANGE_FROM_1950,REP_STATION,ANN_AVG_TEMP_F,SUMMER_AVG_MAX_F,SUMMER_RH_PCT,COOLING_DEGREE_DAYS,CLIMATE_ZONE
G3701710,37171,North Carolina,37,Surry County,Surry,171,1800,9505,Pre-AC,45593.0,-79.15,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701770,37177,North Carolina,37,Tyrrell County,Tyrrell,177,1800,3395,Pre-AC,5048.0,-32.75,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701830,37183,North Carolina,37,Wake County,Wake,183,1800,13437,Pre-AC,136450.0,-90.15,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701850,37185,North Carolina,37,Warren County,Warren,185,1800,11284,Pre-AC,23539.0,-52.06,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701870,37187,North Carolina,37,Washington County,Washington,187,1800,2422,Pre-AC,13180.0,-81.62,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701910,37191,North Carolina,37,Wayne County,Wayne,191,1800,6772,Pre-AC,64267.0,-89.46,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701930,37193,North Carolina,37,Wilkes County,Wilkes,193,1800,7247,Pre-AC,45243.0,-83.98,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G4500010,45001,South Carolina,45,Abbeville County,Abbeville,1,1800,13553,Pre-AC,22456.0,-39.65,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500110,45011,South Carolina,45,Barnwell County,Barnwell,11,1800,7376,Pre-AC,17266.0,-57.28,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500130,45013,South Carolina,45,Beaufort County,Beaufort,13,1800,20428,Pre-AC,26993.0,-24.32,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500190,45019,South Carolina,45,Charleston County,Charleston,19,1800,57480,Pre-AC,164856.0,-65.13,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500230,45023,South Carolina,45,Chester County,Chester,23,1800,8185,Pre-AC,32597.0,-74.89,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500250,45025,South Carolina,45,Chesterfield County,Chesterfield,25,1800,5216,Pre-AC,36236.0,-85.61,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500290,45029,South Carolina,45,Colleton County,Colleton,29,1800,24903,Pre-AC,28242.0,-11.82,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500310,45031,South Carolina,45,Darlington County,Darlington,31,1800,7631,Pre-AC,50016.0,-84.74,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500370,45037,South Carolina,45,Edgefield County,Edgefield,37,1800,18130,Pre-AC,16591.0,9.28,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500390,45039,South Carolina,45,Fairfield County,Fairfield,39,1800,10087,Pre-AC,21780.0,-53.69,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500430,45043,South Carolina,45,Georgetown County,Georgetown,43,1800,22938,Pre-AC,31762.0,-27.78,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500450,45045,South Carolina,45,Greenville County,Greenville,45,1800,11504,Pre-AC,168152.0,-93.16,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500550,45055,South Carolina,45,Kershaw County,Kershaw,55,1800,7340,Pre-AC,32287.0,-77.27,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500570,45057,South Carolina,45,Lancaster County,Lancaster,57,1800,6012,Pre-AC,37071.0,-83.78,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500590,45059,South Carolina,45,Laurens County,Laurens,59,1800,12809,Pre-AC,46974.0,-72.73,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500670,45067,South Carolina,45,Marion County,Marion,67,1800,6914,Pre-AC,33110.0,-79.12,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500690,45069,South Carolina,45,Marlboro County,Marlboro,69,1800,5452,Pre-AC,31766.0,-82.84,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500710,45071,South Carolina,45,Newberry County,Newberry,71,1800,12006,Pre-AC,31771.0,-62.21,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500750,45075,South Carolina,45,Orangeburg County,Orangeburg,75,1800,15766,Pre-AC,68726.0,-77.06,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500790,45079,South Carolina,45,Richland County,Richland,79,1800,6097,Pre-AC,142565.0,-95.72,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500830,45083,South Carolina,45,Spartanburg County,Spartanburg,83,1800,12122,Pre-AC,150349.0,-91.94,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500850,45085,South Carolina,45,Sumter County,Sumter,85,1800,13103,Pre-AC,57634.0,-77.27,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500870,45087,South Carolina,45,Union County,Union,87,1800,10237,Pre-AC,31334.0,-67.33,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500910,45091,South Carolina,45,York County,York,91,1800,10250,Pre-AC,71596.0,-85.68,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4700090,47009,Tennessee,47,Blount County,Blount,9,1800,5587,Pre-AC,54691.0,-89.78,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700190,47019,Tennessee,47,Carter County,Carter,19,1800,4813,Pre-AC,42432.0,-88.66,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700370,47037,Tennessee,47,Davidson County,Davidson,37,1800,9965,Pre-AC,321758.0,-96.9,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700570,47057,Tennessee,47,Grainger County,Grainger,57,1800,7367,Pre-AC,13086.0,-43.7,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700590,47059,Tennessee,47,Greene County,Greene,59,1800,7610,Pre-AC,41048.0,-81.46,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700730,47073,Tennessee,47,Hawkins County,Hawkins,73,1800,6563,Pre-AC,30494.0,-78.48,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700890,47089,Tennessee,47,Jefferson County,Jefferson,89,1800,9017,Pre-AC,19667.0,-54.15,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700930,47093,Tennessee,47,Knox County,Knox,93,1800,12446,Pre-AC,223007.0,-94.42,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701250,47125,Tennessee,47,Montgomery County,Montgomery,125,1800,2899,Pre-AC,44186.0,-93.44,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701470,47147,Tennessee,47,Robertson County,Robertson,147,1800,4280,Pre-AC,27024.0,-84.16,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701550,47155,Tennessee,47,Sevier County,Sevier,155,1800,3419,Pre-AC,23375.0,-85.37,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701590,47159,Tennessee,47,Smith County,Smith,159,1800,4294,Pre-AC,14098.0,-69.54,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701630,47163,Tennessee,47,Sullivan County,Sullivan,163,1800,10218,Pre-AC,95063.0,-89.25,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701650,47165,Tennessee,47,Sumner County,Sumner,165,1800,4616,Pre-AC,33533.0,-86.23,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701790,47179,Tennessee,47,Washington County,Washington,179,1800,6379,Pre-AC,59971.0,-89.36,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701870,47187,Tennessee,47,Williamson County,Williamson,187,1800,2868,Pre-AC,24307.0,-88.2,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701890,47189,Tennessee,47,Wilson County,Wilson,189,1800,3261,Pre-AC,26318.0,-87.61,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G1300090,13009,Georgia,13,Baldwin County,Baldwin,9,1810,6356,Pre-AC,29706.0,-78.6,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300290,13029,Georgia,13,Bryan County,Bryan,29,1810,2827,Pre-AC,5965.0,-52.61,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300310,13031,Georgia,13,Bulloch County,Bulloch,31,1810,2305,Pre-AC,24740.0,-90.68,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300330,13033,Georgia,13,Burke County,Burke,33,1810,10858,Pre-AC,23458.0,-53.71,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300390,13039,Georgia,13,Camden County,Camden,39,1810,3941,Pre-AC,7322.0,-46.18,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300510,13051,Georgia,13,Chatham County,Chatham,51,1810,13540,Pre-AC,151481.0,-91.06,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300590,13059,Georgia,13,Clarke County,Clarke,59,1810,7628,Pre-AC,36550.0,-79.13,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300730,13073,Georgia,13,Columbia County,Columbia,73,1810,11242,Pre-AC,9525.0,18.03,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301030,13103,Georgia,13,Effingham County,Effingham,103,1810,2586,Pre-AC,9133.0,-71.69,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301050,13105,Georgia,13,Elbert County,Elbert,105,1810,12156,Pre-AC,18585.0,-34.59,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301190,13119,Georgia,13,Franklin County,Franklin,119,1810,10815,Pre-AC,14446.0,-25.13,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301270,13127,Georgia,13,Glynn County,Glynn,127,1810,3417,Pre-AC,29046.0,-88.24,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301330,13133,Georgia,13,Greene County,Greene,133,1810,11679,Pre-AC,12843.0,-9.06,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301410,13141,Georgia,13,Hancock County,Hancock,141,1810,13330,Pre-AC,11052.0,20.61,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301570,13157,Georgia,13,Jackson County,Jackson,157,1810,10569,Pre-AC,18997.0,-44.36,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301630,13163,Georgia,13,Jefferson County,Jefferson,163,1810,6111,Pre-AC,18855.0,-67.59,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301690,13169,Georgia,13,Jones County,Jones,169,1810,8597,Pre-AC,7538.0,14.05,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301750,13175,Georgia,13,Laurens County,Laurens,175,1810,2210,Pre-AC,33123.0,-93.33,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301790,13179,Georgia,13,Liberty County,Liberty,179,1810,6228,Pre-AC,8444.0,-26.24,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301810,13181,Georgia,13,Lincoln County,Lincoln,181,1810,4555,Pre-AC,6462.0,-29.51,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301910,13191,Georgia,13,McIntosh County,McIntosh,191,1810,3739,Pre-AC,6008.0,-37.77,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302090,13209,Georgia,13,Montgomery County,Montgomery,209,1810,2954,Pre-AC,7901.0,-62.61,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302110,13211,Georgia,13,Morgan County,Morgan,211,1810,8369,Pre-AC,11899.0,-29.67,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302210,13221,Georgia,13,Oglethorpe County,Oglethorpe,221,1810,12297,Pre-AC,9958.0,23.49,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302350,13235,Georgia,13,Pulaski County,Pulaski,235,1810,2093,Pre-AC,8808.0,-76.24,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302370,13237,Georgia,13,Putnam County,Putnam,237,1810,10029,Pre-AC,7731.0,29.72,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302450,13245,Georgia,13,Richmond County,Richmond,245,1810,6189,Pre-AC,108876.0,-94.32,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302510,13251,Georgia,13,Screven County,Screven,251,1810,4477,Pre-AC,18000.0,-75.13,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302670,13267,Georgia,13,Tattnall County,Tattnall,267,1810,2206,Pre-AC,15939.0,-86.16,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302710,13271,Georgia,13,Telfair County,Telfair,271,1810,744,Pre-AC,13221.0,-94.37,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302890,13289,Georgia,13,Twiggs County,Twiggs,289,1810,3405,Pre-AC,8308.0,-59.02,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302970,13297,Georgia,13,Walton County,Walton,297,1810,1026,Pre-AC,20230.0,-94.93,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1303010,13301,Georgia,13,Warren County,Warren,301,1810,8725,Pre-AC,8779.0,-0.62,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1303030,13303,Georgia,13,Washington County,Washington,303,1810,9940,Pre-AC,21012.0,-52.69,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1303050,13305,Georgia,13,Wayne County,Wayne,305,1810,676,Pre-AC,14248.0,-95.26,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1303170,13317,Georgia,13,Wilkes County,Wilkes,317,1810,14887,Pre-AC,12388.0,20.17,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1303190,13319,Georgia,13,Wilkinson County,Wilkinson,319,1810,2154,Pre-AC,9781.0,-77.98,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G3700070,37007,North Carolina,37,Anson County,Anson,7,1810,8831,Pre-AC,26781.0,-67.03,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700090,37009,North Carolina,37,Ashe County,Ashe,9,1810,3694,Pre-AC,21878.0,-83.12,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700130,37013,North Carolina,37,Beaufort County,Beaufort,13,1810,7203,Pre-AC,37134.0,-80.6,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700150,37015,North Carolina,37,Bertie County,Bertie,15,1810,11218,Pre-AC,26439.0,-57.57,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700170,37017,North Carolina,37,Bladen County,Bladen,17,1810,5671,Pre-AC,29703.0,-80.91,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700190,37019,North Carolina,37,Brunswick County,Brunswick,19,1810,4778,Pre-AC,19238.0,-75.16,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700210,37021,North Carolina,37,Buncombe County,Buncombe,21,1810,9277,Pre-AC,124403.0,-92.54,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700230,37023,North Carolina,37,Burke County,Burke,23,1810,11007,Pre-AC,45518.0,-75.82,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700250,37025,North Carolina,37,Cabarrus County,Cabarrus,25,1810,6158,Pre-AC,63783.0,-90.35,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700290,37029,North Carolina,37,Camden County,Camden,29,1810,5347,Pre-AC,5223.0,2.37,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700310,37031,North Carolina,37,Carteret County,Carteret,31,1810,4823,Pre-AC,23059.0,-79.08,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700330,37033,North Carolina,37,Caswell County,Caswell,33,1810,11757,Pre-AC,20870.0,-43.67,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700370,37037,North Carolina,37,Chatham County,Chatham,37,1810,12977,Pre-AC,25392.0,-48.89,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700410,37041,North Carolina,37,Chowan County,Chowan,41,1810,5297,Pre-AC,12540.0,-57.76,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700470,37047,North Carolina,37,Columbus County,Columbus,47,1810,3022,Pre-AC,50621.0,-94.03,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700490,37049,North Carolina,37,Craven County,Craven,49,1810,12676,Pre-AC,48823.0,-74.04,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700510,37051,North Carolina,37,Cumberland County,Cumberland,51,1810,9382,Pre-AC,96006.0,-90.23,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700530,37053,North Carolina,37,Currituck County,Currituck,53,1810,6985,Pre-AC,6201.0,12.64,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700610,37061,North Carolina,37,Duplin County,Duplin,61,1810,7863,Pre-AC,41074.0,-80.86,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700650,37065,North Carolina,37,Edgecombe County,Edgecombe,65,1810,12423,Pre-AC,51634.0,-75.94,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700690,37069,North Carolina,37,Franklin County,Franklin,69,1810,10166,Pre-AC,31341.0,-67.56,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700730,37073,North Carolina,37,Gates County,Gates,73,1810,5965,Pre-AC,9555.0,-37.57,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700770,37077,North Carolina,37,Granville County,Granville,77,1810,15576,Pre-AC,31793.0,-51.01,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700790,37079,North Carolina,37,Greene County,Greene,79,1810,4867,Pre-AC,18024.0,-73.0,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700810,37081,North Carolina,37,Guilford County,Guilford,81,1810,11420,Pre-AC,191057.0,-94.02,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700830,37083,North Carolina,37,Halifax County,Halifax,83,1810,13620,Pre-AC,58377.0,-76.67,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700870,37087,North Carolina,37,Haywood County,Haywood,87,1810,2780,Pre-AC,37631.0,-92.61,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700910,37091,North Carolina,37,Hertford County,Hertford,91,1810,6052,Pre-AC,21453.0,-71.79,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700950,37095,North Carolina,37,Hyde County,Hyde,95,1810,6029,Pre-AC,6479.0,-6.95,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3700970,37097,North Carolina,37,Iredell County,Iredell,97,1810,10972,Pre-AC,56303.0,-80.51,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701010,37101,North Carolina,37,Johnston County,Johnston,101,1810,6867,Pre-AC,65906.0,-89.58,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701030,37103,North Carolina,37,Jones County,Jones,103,1810,4968,Pre-AC,11004.0,-54.85,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701070,37107,North Carolina,37,Lenoir County,Lenoir,107,1810,5572,Pre-AC,45953.0,-87.87,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701090,37109,North Carolina,37,Lincoln County,Lincoln,109,1810,16359,Pre-AC,27459.0,-40.42,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701170,37117,North Carolina,37,Martin County,Martin,117,1810,5987,Pre-AC,27938.0,-78.57,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701190,37119,North Carolina,37,Mecklenburg County,Mecklenburg,119,1810,14272,Pre-AC,197052.0,-92.76,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701230,37123,North Carolina,37,Montgomery County,Montgomery,123,1810,8430,Pre-AC,17260.0,-51.16,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701250,37125,North Carolina,37,Moore County,Moore,125,1810,6367,Pre-AC,33129.0,-80.78,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701270,37127,North Carolina,37,Nash County,Nash,127,1810,7268,Pre-AC,59919.0,-87.87,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701290,37129,North Carolina,37,New Hanover County,New Hanover,129,1810,11465,Pre-AC,63272.0,-81.88,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701310,37131,North Carolina,37,Northampton County,Northampton,131,1810,13082,Pre-AC,28432.0,-53.99,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701330,37133,North Carolina,37,Onslow County,Onslow,133,1810,6669,Pre-AC,42047.0,-84.14,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701350,37135,North Carolina,37,Orange County,Orange,135,1810,20135,Pre-AC,34435.0,-41.53,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701390,37139,North Carolina,37,Pasquotank County,Pasquotank,139,1810,7674,Pre-AC,24347.0,-68.48,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701430,37143,North Carolina,37,Perquimans County,Perquimans,143,1810,6052,Pre-AC,9602.0,-36.97,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701450,37145,North Carolina,37,Person County,Person,145,1810,6642,Pre-AC,24361.0,-72.74,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701470,37147,North Carolina,37,Pitt County,Pitt,147,1810,9169,Pre-AC,63789.0,-85.63,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701510,37151,North Carolina,37,Randolph County,Randolph,151,1810,10112,Pre-AC,50804.0,-80.1,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701530,37153,North Carolina,37,Richmond County,Richmond,153,1810,6695,Pre-AC,39597.0,-83.09,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701550,37155,North Carolina,37,Robeson County,Robeson,155,1810,7528,Pre-AC,87769.0,-91.42,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701570,37157,North Carolina,37,Rockingham County,Rockingham,157,1810,10316,Pre-AC,64816.0,-84.08,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701590,37159,North Carolina,37,Rowan County,Rowan,159,1810,21543,Pre-AC,75410.0,-71.43,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701610,37161,North Carolina,37,Rutherford County,Rutherford,161,1810,13202,Pre-AC,46356.0,-71.52,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701630,37163,North Carolina,37,Sampson County,Sampson,163,1810,6620,Pre-AC,49780.0,-86.7,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701690,37169,North Carolina,37,Stokes County,Stokes,169,1810,11645,Pre-AC,21520.0,-45.89,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701710,37171,North Carolina,37,Surry County,Surry,171,1810,10366,Pre-AC,45593.0,-77.26,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701770,37177,North Carolina,37,Tyrrell County,Tyrrell,177,1810,3364,Pre-AC,5048.0,-33.36,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701830,37183,North Carolina,37,Wake County,Wake,183,1810,17086,Pre-AC,136450.0,-87.48,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701850,37185,North Carolina,37,Warren County,Warren,185,1810,11004,Pre-AC,23539.0,-53.25,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701870,37187,North Carolina,37,Washington County,Washington,187,1810,3464,Pre-AC,13180.0,-73.72,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701910,37191,North Carolina,37,Wayne County,Wayne,191,1810,8687,Pre-AC,64267.0,-86.48,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701930,37193,North Carolina,37,Wilkes County,Wilkes,193,1810,9054,Pre-AC,45243.0,-79.99,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G4500010,45001,South Carolina,45,Abbeville County,Abbeville,1,1810,21156,Pre-AC,22456.0,-5.79,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500110,45011,South Carolina,45,Barnwell County,Barnwell,11,1810,12280,Pre-AC,17266.0,-28.88,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500130,45013,South Carolina,45,Beaufort County,Beaufort,13,1810,25887,Pre-AC,26993.0,-4.1,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500190,45019,South Carolina,45,Charleston County,Charleston,19,1810,63179,Pre-AC,164856.0,-61.68,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500230,45023,South Carolina,45,Chester County,Chester,23,1810,11479,Pre-AC,32597.0,-64.79,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500250,45025,South Carolina,45,Chesterfield County,Chesterfield,25,1810,5564,Pre-AC,36236.0,-84.65,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500290,45029,South Carolina,45,Colleton County,Colleton,29,1810,26359,Pre-AC,28242.0,-6.67,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500310,45031,South Carolina,45,Darlington County,Darlington,31,1810,9047,Pre-AC,50016.0,-81.91,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500370,45037,South Carolina,45,Edgefield County,Edgefield,37,1810,23160,Pre-AC,16591.0,39.59,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500390,45039,South Carolina,45,Fairfield County,Fairfield,39,1810,11857,Pre-AC,21780.0,-45.56,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500430,45043,South Carolina,45,Georgetown County,Georgetown,43,1810,15679,Pre-AC,31762.0,-50.64,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500450,45045,South Carolina,45,Greenville County,Greenville,45,1810,13133,Pre-AC,168152.0,-92.19,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500510,45051,South Carolina,45,Horry County,Horry,51,1810,4349,Pre-AC,59820.0,-92.73,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500550,45055,South Carolina,45,Kershaw County,Kershaw,55,1810,9867,Pre-AC,32287.0,-69.44,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500570,45057,South Carolina,45,Lancaster County,Lancaster,57,1810,6318,Pre-AC,37071.0,-82.96,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500590,45059,South Carolina,45,Laurens County,Laurens,59,1810,14982,Pre-AC,46974.0,-68.11,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500630,45063,South Carolina,45,Lexington County,Lexington,63,1810,6641,Pre-AC,44279.0,-85.0,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500670,45067,South Carolina,45,Marion County,Marion,67,1810,8884,Pre-AC,33110.0,-73.17,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500690,45069,South Carolina,45,Marlboro County,Marlboro,69,1810,4966,Pre-AC,31766.0,-84.37,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500710,45071,South Carolina,45,Newberry County,Newberry,71,1810,13964,Pre-AC,31771.0,-56.05,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
